Source,Target,Weight
2146,1597,0.0015785319
2146,2240,0.001183899
2146,864,0.0013812155
661,2266,0.001183899
661,153,0.001183899
661,1580,0.003551697
661,542,0.00394633
661,1476,0.0017758484
661,2670,0.0059194947
661,222,0.009471192
661,1335,0.010655091
661,2032,0.021704815
661,309,0.0021704815
661,1388,0.0092738755
661,2531,0.010457775
661,2643,0.0013812155
661,1952,0.005524862
661,1650,0.0017758484
661,404,0.0013812155
661,384,0.0041436465
2482,2420,0.001973165
2690,2444,0.0013812155
2690,2124,0.0021704815
581,2028,0.0015785319
678,2525,0.001183899
1517,1696,0.001183899
1991,2235,0.0031570639
1991,2628,0.0033543804
1991,1673,0.0021704815
927,1597,0.0013812155
927,2313,0.001183899
927,785,0.0017758484
927,2398,0.0017758484
927,1639,0.0053275456
927,1690,0.0017758484
927,352,0.0017758484
927,1750,0.0013812155
301,460,0.0029597473
2302,2073,0.001183899
1758,1847,0.0021704815
1758,2313,0.0015785319
456,1067,0.001183899
456,438,0.0013812155
2400,1124,0.0013812155
2258,834,0.0033543804
2258,2676,0.001183899
2258,2227,0.003551697
2258,1580,0.015390687
2258,1991,0.001183899
2258,2032,0.005130229
2258,595,0.0017758484
2258,2191,0.009668509
2258,40,0.004340963
2258,1706,0.001973165
2258,2404,0.001973165
2258,2235,0.009076559
2258,1149,0.011049724
2258,1361,0.0017758484
2258,2628,0.001973165
2258,1813,0.001973165
2258,1673,0.016771901
2258,793,0.0015785319
2258,1226,0.001183899
2258,864,0.0033543804
2258,84,0.0015785319
2258,1639,0.010457775
2258,2444,0.0013812155
2258,1750,0.004735596
2258,1745,0.0013812155
1539,112,0.004735596
2349,2046,0.0025651145
366,2035,0.0017758484
272,1149,0.0015785319
2343,84,0.0013812155
2343,1639,0.007103394
2343,4,0.001973165
2108,1554,0.0017758484
2108,1443,0.002762431
2108,1506,0.0076953433
2108,1304,0.0021704815
2108,785,0.0031570639
2108,1105,0.0021704815
2108,949,0.001973165
2108,2396,0.0013812155
2108,211,0.0015785319
2108,2582,0.0017758484
2108,1573,0.001183899
2108,2190,0.0021704815
2376,1597,0.0013812155
2376,2676,0.0013812155
2376,1375,0.0013812155
2376,112,0.0017758484
2376,648,0.0069060773
2376,2468,0.0013812155
2376,2366,0.0015785319
2376,1655,0.0017758484
2376,1998,0.001183899
2376,2536,0.0013812155
2376,1012,0.0015785319
2376,2028,0.0013812155
2376,1013,0.0049329125
2376,2025,0.005722178
2376,2531,0.001183899
2376,2643,0.0017758484
2376,18,0.0015785319
2376,2109,0.0045382795
2376,2235,0.0031570639
2376,2073,0.002367798
2376,2582,0.0017758484
2376,2504,0.0031570639
2376,1026,0.001183899
2376,167,0.0021704815
2376,1479,0.001183899
2376,714,0.0013812155
2376,1081,0.0031570639
2376,1686,0.0063141277
2376,84,0.0025651145
2376,2591,0.0029597473
2376,1980,0.0029597473
2376,2484,0.001183899
2376,2190,0.005524862
2376,2490,0.0015785319
2376,2563,0.0013812155
2376,384,0.001183899
2376,2286,0.0013812155
2376,1750,0.011838989
2376,2515,0.0013812155
2376,70,0.002367798
888,330,0.0013812155
888,967,0.0021704815
1983,736,0.0015785319
1011,2208,0.0017758484
1754,167,0.0013812155
1627,2591,0.0013812155
1161,1585,0.001183899
700,1789,0.0015785319
1927,1998,0.001183899
1927,18,0.016179953
1927,268,0.0013812155
1927,167,0.0029597473
1927,479,0.002762431
1927,1813,0.0013812155
1927,1686,0.0013812155
1927,2591,0.002367798
1927,34,0.001973165
78,661,0.0013812155
78,1476,0.002367798
78,2109,0.010655091
78,1149,0.0017758484
78,1659,0.001183899
990,1373,0.001183899
413,1375,0.0013812155
413,2657,0.0092738755
413,928,0.0029597473
413,1730,0.0013812155
413,1655,0.0059194947
413,600,0.0025651145
413,2021,0.0015785319
413,675,0.001973165
413,2536,0.0017758484
413,1473,0.0013812155
413,1663,0.0015785319
413,1360,0.0021704815
413,1013,0.0021704815
413,2643,0.0033543804
413,422,0.0013812155
413,1685,0.001973165
413,785,0.0013812155
413,1488,0.0013812155
413,415,0.002762431
413,438,0.001183899
413,1525,0.02644041
413,167,0.0015785319
413,1329,0.001183899
413,2628,0.0013812155
413,714,0.001973165
413,1813,0.0045382795
413,1686,0.004340963
413,2046,0.0017758484
413,2591,0.0025651145
413,1980,0.0013812155
413,1965,0.0017758484
413,2684,0.0025651145
413,1750,0.011641673
294,1030,0.001973165
2316,1198,0.001973165
1614,2676,0.0017758484
1614,784,0.0017758484
1614,1813,0.001183899
1614,1639,0.0021704815
1614,1750,0.004340963
1442,2257,0.001183899
349,583,0.002762431
2075,2258,0.001973165
1981,1734,0.0025651145
1383,394,0.001973165
137,112,0.002367798
137,1984,0.0037490134
137,339,0.001183899
1414,1737,0.0017758484
2522,149,0.0041436465
2522,2236,0.001973165
2522,1980,0.0013812155
2522,1211,0.001183899
666,2525,0.002762431
432,1980,0.001183899
1074,2591,0.006116811
1567,1686,0.0013812155
1063,84,0.0017758484
2158,971,0.0021704815
2415,40,0.0015785319
2415,999,0.002762431
2415,1783,0.001973165
2362,1597,0.002762431
2362,1112,0.0031570639
2362,109,0.0025651145
2362,1706,0.0013812155
2362,189,0.001183899
2362,1750,0.0025651145
2583,1820,0.0013812155
710,327,0.001183899
1656,2591,0.001183899
323,2425,0.0021704815
323,2134,0.001973165
323,481,0.014009471
323,1644,0.0025651145
323,976,0.0013812155
323,341,0.011641673
323,2115,0.003551697
323,1737,0.03433307
323,1706,0.0031570639
323,1478,0.004340963
323,1093,0.001183899
323,2235,0.027821627
323,164,0.001183899
323,2678,0.001183899
323,594,0.001183899
323,480,0.009076559
323,2166,0.001183899
323,2628,0.008681926
323,564,0.001183899
323,1483,0.0015785319
323,561,0.0025651145
323,1673,0.0037490134
323,352,0.0045382795
323,176,0.0015785319
323,2659,0.001183899
323,513,0.0021704815
323,1633,0.0067087607
323,1211,0.001183899
323,836,0.005722178
323,1750,0.038476717
323,2111,0.00789266
323,1366,0.002367798
1834,2341,0.001183899
1834,1750,0.002762431
1664,2633,0.0013812155
112,1597,0.0073007103
112,1375,0.0013812155
112,108,0.0041436465
112,225,0.0021704815
112,736,0.0013812155
112,395,0.0029597473
112,1984,0.030781373
112,2,0.001183899
112,2497,0.001183899
112,1895,0.0015785319
112,488,0.002762431
112,1676,0.0021704815
112,1013,0.0037490134
112,2454,0.014798737
112,1747,0.002762431
112,1685,0.0013812155
112,18,0.001183899
112,726,0.0021704815
112,1616,0.0031570639
112,2073,0.0021704815
112,1190,0.005524862
112,1660,0.0033543804
112,999,0.0015785319
112,1195,0.001183899
112,2398,0.006116811
112,465,0.001973165
112,971,0.0069060773
112,612,0.0021704815
112,714,0.027229676
112,1673,0.005524862
112,470,0.010852408
112,84,0.0013812155
112,388,0.0013812155
112,778,0.001973165
112,752,0.0015785319
112,2591,0.0031570639
112,1339,0.0013812155
112,1980,0.001973165
112,1533,0.001183899
112,2444,0.007498027
112,1529,0.005130229
112,266,0.0021704815
112,2684,0.005130229
112,1211,0.0015785319
112,1079,0.0017758484
191,2591,0.001183899
187,2436,0.001973165
187,2496,0.0037490134
588,2290,0.0015785319
588,234,0.001183899
756,2236,0.0013812155
2326,2532,0.002367798
2326,897,0.005524862
2326,2244,0.0029597473
1283,2536,0.002367798
262,1673,0.0029597473
1944,1112,0.0013812155
2436,1331,0.002367798
2436,2683,0.0013812155
2436,336,0.001973165
2436,149,0.018942384
2436,1293,0.001973165
2436,21,0.001973165
2436,2531,0.0021704815
2436,1468,0.0021704815
2436,785,0.002367798
2436,807,0.0025651145
2436,1660,0.0013812155
2436,897,0.0049329125
2436,1878,0.0017758484
2436,2570,0.011641673
2436,893,0.0021704815
2436,1211,0.0015785319
2436,2155,0.0013812155
2436,231,0.0015785319
2590,108,0.0013812155
2590,884,0.0013812155
2383,2145,0.001183899
2383,2313,0.0017758484
542,1375,0.001973165
542,112,0.0013812155
542,1984,0.012036306
542,149,0.011247041
542,2236,0.002762431
542,1473,0.0015785319
542,2028,0.001183899
542,99,0.001183899
542,1850,0.0033543804
542,1013,0.004735596
542,511,0.0045382795
542,2531,0.010655091
542,944,0.0029597473
542,1706,0.005722178
542,2235,0.0015785319
542,1637,0.001183899
542,2126,0.0021704815
542,438,0.002367798
542,1530,0.002367798
542,1479,0.001183899
542,971,0.0021704815
542,612,0.001183899
542,522,0.0021704815
542,714,0.0015785319
542,1797,0.0015785319
542,1673,0.005130229
542,1696,0.001183899
542,1256,0.001183899
542,84,0.0053275456
542,2052,0.001973165
542,1639,0.009076559
542,2508,0.0017758484
542,2190,0.0017758484
542,1264,0.001183899
542,2684,0.003551697
542,1183,0.001183899
1305,939,0.0015785319
961,2606,0.0013812155
961,1090,0.0017758484
961,1639,0.001183899
961,1211,0.001183899
1662,2039,0.0013812155
2476,1758,0.008089976
2476,1028,0.0015785319
2476,1506,0.002762431
2476,1478,0.0015785319
2476,438,0.001183899
2476,2628,0.0013812155
2476,2470,0.0013812155
2476,1813,0.00394633
2476,2591,0.0017758484
2476,1980,0.001183899
574,2190,0.001183899
170,1737,0.003551697
660,239,0.0013812155
26,1997,0.0017758484
977,2235,0.0031570639
977,1673,0.009076559
2250,967,0.0013812155
526,1685,0.015588003
526,798,0.0013812155
526,2490,0.0013812155
1229,18,0.0015785319
108,395,0.001973165
108,32,0.001183899
108,884,0.001183899
108,1750,0.0015785319
604,1673,0.001183899
604,2190,0.002762431
477,661,0.001183899
477,1706,0.0037490134
477,417,0.003551697
477,2628,0.002367798
477,2074,0.0015785319
477,1813,0.008879242
477,1365,0.001183899
477,1878,0.0033543804
477,1742,0.0017758484
477,1750,0.015390687
1182,988,0.0015785319
1182,1750,0.0029597473
330,967,0.020126283
142,1706,0.001183899
1510,1829,0.001183899
48,1813,0.002762431
1857,2366,0.001183899
1857,2330,0.001973165
1857,1813,0.001183899
1857,251,0.001183899
1857,1513,0.0021704815
1857,2570,0.0013812155
1076,156,0.0013812155
449,542,0.0015785319
449,648,0.0015785319
449,488,0.0015785319
449,1012,0.0021704815
449,1953,0.0045382795
449,2396,0.001183899
449,971,0.002762431
449,1980,0.0013812155
449,1878,0.0021704815
449,2633,0.001183899
449,1750,0.001183899
1574,1101,0.0015785319
1574,2536,0.02426993
1574,1685,0.0013812155
1574,2107,0.0015785319
1574,327,0.0013812155
1574,1750,0.0013812155
1579,2690,0.0033543804
1579,138,0.0025651145
659,1639,0.005130229
682,2433,0.001183899
375,2436,0.0015785319
375,2570,0.001973165
984,2046,0.0013812155
1485,1414,0.001183899
1485,1772,0.001183899
1485,1750,0.0021704815
501,2550,0.001183899
501,920,0.0013812155
1617,2591,0.004735596
1843,413,0.001183899
1843,736,0.001183899
1843,2569,0.001183899
1843,167,0.0015785319
1843,1813,0.001183899
1843,379,0.004735596
1843,2591,0.0017758484
1843,1602,0.001973165
1843,1750,0.0013812155
155,2235,0.0013812155
2626,2490,0.0015785319
2626,1750,0.0017758484
1112,1375,0.0013812155
1112,2376,0.0013812155
1112,395,0.001973165
1112,382,0.0017758484
1112,2212,0.004340963
1112,1012,0.0015785319
1112,2028,0.0021704815
1112,967,0.0041436465
1112,1738,0.001183899
1112,18,0.001183899
1112,2109,0.0037490134
1112,1479,0.0015785319
1112,612,0.001183899
1112,1813,0.0049329125
1112,1081,0.001183899
1112,156,0.0013812155
1112,0,0.0025651145
1112,1014,0.0021704815
1112,2381,0.0017758484
1112,2490,0.0025651145
1112,2684,0.0031570639
1112,1951,0.0017758484
1112,134,0.0013812155
1294,2515,0.0041436465
1426,2582,0.001973165
1358,384,0.001183899
951,2212,0.001973165
782,1012,0.0013812155
782,2591,0.0013812155
809,2608,0.0013812155
809,460,0.0013812155
1156,79,0.001183899
1557,2536,0.001973165
1557,384,0.0015785319
736,413,0.001183899
736,1447,0.001973165
736,2105,0.0013812155
736,2433,0.002367798
736,382,0.0013812155
736,2212,0.001973165
736,1473,0.0025651145
736,891,0.0013812155
736,1360,0.0021704815
736,1737,0.001973165
736,944,0.0017758484
736,422,0.0013812155
736,1685,0.002367798
736,18,0.0015785319
736,2235,0.0013812155
736,1917,0.00394633
736,1273,0.009471192
736,2407,0.0015785319
736,1479,0.001183899
736,754,0.03038674
736,2628,0.001973165
736,1813,0.0029597473
736,1875,0.0029597473
736,1673,0.0015785319
736,1686,0.0063141277
736,84,0.0021704815
736,2046,0.0029597473
736,2052,0.001183899
736,2591,0.007498027
736,1980,0.002367798
736,2484,0.003551697
736,797,0.0015785319
736,1958,0.001183899
736,2585,0.001183899
736,2684,0.002762431
736,384,0.002367798
736,231,0.001183899
736,2488,0.0017758484
539,1664,0.024664562
539,1506,0.0015785319
1950,2630,0.001183899
1950,1878,0.009865825
1950,1695,0.0033543804
1950,2534,0.0029597473
1950,1227,0.0029597473
1698,928,0.0013812155
2037,198,0.0015785319
2037,2028,0.0013812155
2037,2628,0.001183899
2037,156,0.001973165
2037,327,0.0015785319
2037,2490,0.001183899
532,323,0.001973165
532,1706,0.0013812155
532,2616,0.0015785319
532,352,0.0015785319
1193,1084,0.0031570639
2455,1071,0.006116811
2455,1224,0.001973165
55,1597,0.0029597473
55,2354,0.0015785319
1890,1115,0.002367798
1890,2691,0.001183899
2642,2313,0.001183899
2642,1961,0.0013812155
2354,1597,0.0049329125
2354,1396,0.0017758484
2354,1093,0.008879242
395,477,0.0033543804
395,361,0.0017758484
395,1186,0.0015785319
395,149,0.007103394
395,1013,0.001183899
395,2171,0.001183899
395,494,0.001183899
395,138,0.001183899
395,1149,0.001183899
395,2628,0.0013812155
395,1813,0.0033543804
395,1686,0.006511444
395,2046,0.0013812155
395,1639,0.002367798
395,2591,0.001973165
395,2120,0.0013812155
395,1176,0.001183899
395,2556,0.001973165
395,190,0.0013812155
395,2301,0.001183899
89,2175,0.0017758484
175,2306,0.0013812155
584,2490,0.0021704815
988,2425,0.0015785319
988,1703,0.0037490134
988,2676,0.0025651145
988,1375,0.001183899
988,2108,0.0015785319
988,323,0.019337017
988,112,0.0017758484
988,2476,0.0031570639
988,1847,0.0059194947
988,149,0.020520916
988,570,0.001183899
988,1303,0.002367798
988,2313,0.001183899
988,94,0.0015785319
988,1961,0.0037490134
988,2559,0.0013812155
988,2022,0.0015785319
988,1198,0.0015785319
988,1737,0.006116811
988,1685,0.0025651145
988,1478,0.0067087607
988,1050,0.001973165
988,211,0.001183899
988,218,0.0025651145
988,447,0.001183899
988,480,0.001973165
988,53,0.0025651145
988,1543,0.002367798
988,2619,0.003551697
988,1813,0.022099448
988,2542,0.0017758484
988,1686,0.002762431
988,527,0.003551697
988,1573,0.0013812155
988,2659,0.001183899
988,1505,0.0033543804
35,384,0.0037490134
2453,1409,0.0021704815
2295,2643,0.0021704815
1550,149,0.001183899
665,109,0.001183899
1476,2396,0.0033543804
1476,1149,0.0015785319
1476,971,0.0013812155
1476,388,0.0015785319
1476,1639,0.0017758484
1476,2286,0.0013812155
2533,1756,0.0029597473
1207,785,0.0033543804
2641,770,0.001183899
2670,2032,0.001973165
2670,2248,0.005722178
1584,18,0.0013812155
904,2490,0.002762431
930,2073,0.0041436465
930,971,0.0025651145
1675,911,0.0013812155
1675,438,0.02308603
1675,2490,0.001183899
1675,2684,0.0013812155
2150,112,0.0015785319
2150,1706,0.002762431
2150,2235,0.001183899
648,569,0.0013812155
648,1585,0.005722178
648,2108,0.0015785319
648,988,0.0021704815
648,1245,0.001183899
648,1388,0.0015785319
648,1013,0.0015785319
648,1737,0.002367798
648,1706,0.0017758484
648,2434,0.00394633
648,438,0.001183899
648,1530,0.0021704815
648,773,0.0015785319
648,53,0.001183899
648,1184,0.0013812155
648,2557,0.0015785319
648,2628,0.011838989
648,125,0.0015785319
648,2346,0.0013812155
648,1673,0.0045382795
648,1686,0.005130229
648,84,0.0013812155
648,800,0.0013812155
648,1014,0.003551697
648,2633,0.001973165
648,2190,0.010457775
648,1264,0.05189424
648,1057,0.0013812155
648,2515,0.0013812155
642,1813,0.0021704815
2245,1813,0.0015785319
2550,488,0.001183899
2550,484,0.0037490134
2550,920,0.002367798
1098,2068,0.0013812155
1098,2136,0.001183899
1059,2212,0.00394633
2683,1349,0.001183899
913,2343,0.001973165
2665,2684,0.001183899
361,112,0.0013812155
361,1957,0.0033543804
361,1133,0.0092738755
361,406,0.0013812155
361,1246,0.001183899
361,2265,0.001973165
361,2527,0.0015785319
361,1706,0.001973165
361,1940,0.001973165
361,1468,0.0017758484
361,179,0.010457775
361,2465,0.001183899
361,1298,0.001183899
361,1813,0.002367798
361,2123,0.002762431
361,897,0.002762431
361,853,0.002367798
361,2298,0.0049329125
361,2585,0.0021704815
361,1750,0.006511444
776,2530,0.0029597473
2183,2258,0.001183899
2183,1361,0.001183899
1459,2308,0.0013812155
1459,149,0.001183899
1459,1639,0.0033543804
2673,2236,0.0013812155
1984,2425,0.006511444
1984,2458,0.0021704815
1984,1375,0.0015785319
1984,2362,0.00394633
1984,2436,0.0025651145
1984,449,0.0017758484
1984,1890,0.001973165
1984,395,0.0013812155
1984,648,0.001183899
1984,1976,0.0015785319
1984,901,0.0013812155
1984,341,0.007498027
1984,1115,0.0021704815
1984,603,0.001183899
1984,1013,0.001183899
1984,511,0.0017758484
1984,1706,0.17955801
1984,1747,0.0029597473
1984,1468,0.0013812155
1984,2206,0.0015785319
1984,1093,0.006511444
1984,1616,0.003551697
1984,2054,0.0013812155
1984,1195,0.0013812155
1984,1327,0.001183899
1984,2166,0.0013812155
1984,1848,0.0015785319
1984,1086,0.0015785319
1984,1865,0.0017758484
1984,768,0.0029597473
1984,1243,0.0021704815
1984,2389,0.0031570639
1984,1813,0.0073007103
1984,1110,0.0013812155
1984,352,0.03551697
1984,1452,0.0013812155
1984,1328,0.0013812155
1984,1942,0.0015785319
1984,1117,0.002762431
1984,1211,0.012825572
1984,792,0.0033543804
1984,166,0.0015785319
1269,1809,0.0015785319
181,323,0.004340963
181,736,0.001183899
181,2543,0.001183899
181,1813,0.002762431
181,1980,0.0015785319
181,2494,0.0013812155
307,2569,0.0025651145
1671,2046,0.001183899
2041,2591,0.002762431
830,2630,0.0013812155
830,1881,0.0021704815
830,1750,0.001973165
2062,1723,0.0021704815
1101,2651,0.001183899
1101,151,0.002367798
1101,2222,0.001183899
1101,1813,0.0013812155
1101,2107,0.0013812155
1462,2134,0.002367798
1462,323,0.0067087607
1462,2629,0.010063142
1462,13,0.0015785319
1462,976,0.0013812155
1462,1737,0.008681926
1462,555,0.001973165
1462,2443,0.0031570639
1462,2374,0.0015785319
1462,2628,0.001183899
1462,737,0.0073007103
1462,1461,0.0015785319
1462,185,0.0013812155
1165,1462,0.0015785319
1165,481,0.0015785319
1165,1737,0.0015785319
2543,323,0.0021704815
2543,481,0.0015785319
2543,2235,0.0015785319
2543,2558,0.0015785319
1029,988,0.0013812155
1029,2313,0.0015785319
1029,1912,0.006116811
5,928,0.002367798
5,799,0.001183899
2105,149,0.002762431
2105,2236,0.0017758484
2105,1696,0.007498027
1957,1133,0.0021704815
554,1998,0.0041436465
552,1360,0.0067087607
1623,534,0.0021704815
1623,1980,0.001973165
2505,2157,0.0013812155
440,234,0.001973165
440,1690,0.002762431
299,2235,0.0013812155
299,1060,0.0017758484
299,2398,0.001183899
299,1673,0.001183899
2525,1597,0.0013812155
2525,112,0.007103394
2525,1093,0.0029597473
2525,971,0.009865825
2525,1848,0.0134175215
2525,470,0.001183899
2525,1211,0.001183899
2525,1750,0.0134175215
2525,2422,0.00394633
1282,156,0.0033543804
841,112,0.0041436465
841,345,0.002762431
1044,2059,0.0021704815
1044,149,0.0033543804
1044,1177,0.001973165
1044,1673,0.0015785319
1044,779,0.0015785319
1044,2248,0.0033543804
91,2649,0.0017758484
2137,84,0.0063141277
2137,2124,0.0021704815
1240,1751,0.0029597473
467,2536,0.0033543804
2121,1597,0.0063141277
2121,1984,0.14996053
2121,1299,0.0069060773
2121,446,0.002367798
2121,628,0.008089976
481,2425,0.0029597473
481,988,0.0021704815
481,181,0.0017758484
481,1462,0.00394633
481,976,0.0015785319
481,1148,0.001183899
481,2115,0.001183899
481,555,0.0013812155
