Source,Target,Weight
285,937,0.0010564621
3824,1414,0.0014086161
3824,3348,0.0010564621
3824,1462,8.216927E-4
3824,3283,0.0017607701
3824,2410,9.3907735E-4
3824,873,0.0010564621
3824,255,0.0014086161
3824,2402,0.0021129241
3824,715,0.0039910786
3824,2147,0.0010564621
3574,2937,9.3907735E-4
3574,1562,8.216927E-4
3574,421,8.216927E-4
3574,2262,9.3907735E-4
3574,596,0.0012912314
3574,211,0.0012912314
3574,571,8.216927E-4
3574,2474,0.0035215402
3574,819,7.0430804E-4
3574,150,0.0035215402
3574,538,0.0012912314
3574,1711,9.3907735E-4
2976,2312,9.3907735E-4
2441,3080,9.3907735E-4
2441,1564,0.0015260007
2414,186,8.216927E-4
2414,3188,0.0012912314
1216,1515,7.0430804E-4
3879,2497,8.216927E-4
3421,3580,0.0010564621
3238,3736,0.0012912314
2285,2694,0.0015260007
2285,1897,0.0010564621
2274,3015,0.0036389248
2194,2650,7.0430804E-4
3092,3349,7.0430804E-4
1135,2951,7.0430804E-4
1135,2283,0.0010564621
1135,186,0.0023476933
1135,2361,8.216927E-4
1135,1912,0.0012912314
1135,2193,0.0019955393
2002,3889,0.013851391
2002,2571,0.0016433854
2002,653,0.0010564621
2002,3011,0.0061040027
2002,4013,0.0028172322
2002,1515,0.007864773
2002,1633,0.0029346168
2002,669,8.216927E-4
2864,39,0.022068318
2864,361,9.3907735E-4
2864,529,0.0011738467
2864,2593,0.0037563094
2864,713,0.0011738467
2864,3232,0.0035215402
2864,2570,0.0014086161
2088,1791,0.0012912314
1667,3736,0.013264468
1667,3341,0.0012912314
2114,3889,0.0015260007
2114,3160,0.0014086161
2114,2593,0.0015260007
2114,3535,9.3907735E-4
2114,818,8.216927E-4
486,3185,0.011151544
486,3824,0.0045780023
486,3421,9.3907735E-4
486,96,0.0014086161
486,2237,0.0014086161
486,39,0.0010564621
486,3200,0.0015260007
486,2326,0.0010564621
486,3614,0.0032867708
486,3348,0.016433854
486,3349,9.3907735E-4
486,2715,0.0022303087
486,2694,0.007982157
486,1827,0.0010564621
486,3807,8.216927E-4
486,281,0.0026998473
486,3412,0.0011738467
486,284,0.0010564621
486,1922,7.0430804E-4
486,457,8.216927E-4
486,2172,7.0430804E-4
486,1094,9.3907735E-4
486,2178,0.0017607701
486,2593,0.03298509
486,2145,0.0011738467
486,2951,8.216927E-4
486,354,7.0430804E-4
486,3842,0.0059866183
486,3152,7.0430804E-4
486,3426,0.0012912314
486,3468,0.0019955393
486,2278,8.216927E-4
486,4016,0.0021129241
486,3401,9.3907735E-4
486,634,0.0019955393
486,3741,7.0430804E-4
486,2402,0.010564621
486,714,0.016433854
486,1191,0.0010564621
486,1941,0.0010564621
486,1226,0.0061040027
486,2173,0.0070430804
486,3762,8.216927E-4
486,3276,8.216927E-4
486,1722,0.0012912314
486,1628,0.0028172322
486,645,7.0430804E-4
486,1603,0.0021129241
486,3942,0.0025824627
486,518,0.0025824627
486,2914,9.3907735E-4
486,2102,0.0017607701
486,3989,0.0015260007
486,2286,0.0039910786
486,3922,0.0028172322
2134,1143,7.0430804E-4
1354,2122,0.0035215402
8,3362,0.0012912314
8,1180,0.0011738467
8,3625,0.0017607701
8,3857,8.216927E-4
2359,652,0.0012912314
2359,4022,7.0430804E-4
3111,339,0.0043432326
3111,337,0.0039910786
3111,2035,0.0046953866
3111,1742,0.0015260007
1396,2571,0.0036389248
686,186,0.0031693862
943,1462,0.0011738467
2676,1516,8.216927E-4
1887,39,0.0012912314
2907,786,0.0015260007
1375,1151,0.0014086161
180,2531,0.0011738467
180,594,8.216927E-4
180,186,0.0062213875
180,1308,0.0010564621
180,3886,0.0016433854
180,4,7.0430804E-4
1585,448,8.216927E-4
2939,2054,7.0430804E-4
1877,3744,7.0430804E-4
246,3848,0.0010564621
2705,3889,0.0022303087
2705,3547,0.0011738467
2705,1169,0.0015260007
4001,3889,0.0021129241
4001,1303,9.3907735E-4
2227,2746,0.0010564621
690,2054,0.0010564621
690,3056,0.0044606174
3241,3279,0.0023476933
3241,1304,0.0011738467
3241,1230,9.3907735E-4
3241,1184,0.0014086161
3241,2297,0.0050475406
1168,3939,8.216927E-4
1168,636,8.216927E-4
1168,2593,0.0012912314
61,1987,8.216927E-4
61,2750,0.0012912314
1767,623,0.0014086161
1653,2694,9.3907735E-4
1653,818,8.216927E-4
2237,3283,0.0011738467
2237,1226,0.0011738467
1688,3056,0.0010564621
1266,1052,0.0010564621
1266,1606,0.0026998473
1266,4022,0.0010564621
1266,3856,8.216927E-4
1266,1996,0.0016433854
1266,3600,0.0023476933
3419,1641,7.0430804E-4
2654,3889,0.0012912314
2654,39,0.0065735416
2654,2694,8.216927E-4
2654,1668,7.0430804E-4
2654,2909,8.216927E-4
2654,2593,0.0016433854
2654,3736,0.0015260007
2654,596,0.0014086161
2654,221,0.0021129241
2654,3773,7.0430804E-4
2654,2091,8.216927E-4
2654,1515,9.3907735E-4
2654,3276,7.0430804E-4
2654,3069,7.0430804E-4
2654,1683,0.0011738467
2958,1876,0.0017607701
1458,3468,0.0010564621
1458,1530,7.0430804E-4
444,3736,0.0036389248
444,535,0.0026998473
508,1725,9.3907735E-4
3627,3056,0.0010564621
1336,1682,8.216927E-4
4025,2694,9.3907735E-4
39,2274,0.0051649255
39,652,9.3907735E-4
39,2142,0.0010564621
39,2326,0.0017607701
39,2763,0.0010564621
39,1562,0.0012912314
39,3349,0.003873694
39,222,8.216927E-4
39,2571,0.0030520014
39,2207,0.0025824627
39,336,8.216927E-4
39,3096,0.0019955393
39,2593,0.009273389
39,2463,0.0036389248
39,15,8.216927E-4
39,2568,0.0016433854
39,1987,0.0010564621
39,3736,0.0031693862
39,2951,0.0019955393
39,1606,0.0012912314
39,2531,0.0028172322
39,3278,0.0018781547
39,179,8.216927E-4
39,4022,0.0042258482
39,3856,0.0022303087
39,248,0.0024650781
39,2616,0.0016433854
39,2969,8.216927E-4
39,2474,0.0032867708
39,475,0.0021129241
39,33,0.0018781547
39,3061,9.3907735E-4
39,623,0.0010564621
39,714,7.0430804E-4
39,186,0.0014086161
39,156,0.0015260007
39,2450,8.216927E-4
39,3697,0.0015260007
39,715,9.3907735E-4
39,3881,9.3907735E-4
39,77,0.0010564621
39,694,0.0014086161
39,2208,8.216927E-4
39,2089,0.0016433854
39,150,0.0019955393
39,1091,0.0010564621
39,2175,0.0011738467
39,1332,0.0011738467
39,2570,0.0032867708
39,1516,0.0021129241
39,2968,0.003873694
39,2215,8.216927E-4
39,56,0.0021129241
39,1377,0.0016433854
3260,1330,8.216927E-4
3260,121,0.0028172322
3260,3362,0.0017607701
3260,1348,0.0012912314
1089,1852,0.0011738467
3200,1019,7.0430804E-4
3200,2694,9.3907735E-4
3200,2593,0.0016433854
3200,3532,0.0014086161
3200,838,0.0012912314
3036,2920,9.3907735E-4
1554,2951,0.0016433854
2168,2297,0.0042258482
573,529,0.0014086161
3518,2982,0.0010564621
2710,2450,0.0021129241
1084,3512,0.0014086161
3413,2943,0.0012912314
3413,2570,7.0430804E-4
3343,1452,8.216927E-4
3446,180,0.0010564621
3446,652,8.216927E-4
3446,3287,0.0014086161
3446,3089,0.0021129241
3446,2694,8.216927E-4
3446,2505,0.0029346168
3446,1780,0.0010564621
3446,594,0.0011738467
3446,1103,8.216927E-4
3446,1377,8.216927E-4
638,2037,7.0430804E-4
638,3349,0.0017607701
2350,3881,0.0036389248
875,2188,0.0017607701
875,1516,0.0010564621
1522,623,0.0015260007
3218,731,9.3907735E-4
3218,1628,0.0044606174
3218,1496,0.0048127715
3218,902,0.0011738467
506,430,9.3907735E-4
136,276,8.216927E-4
116,2474,0.0014086161
1580,1038,8.216927E-4
1580,221,0.0049301563
1580,2450,0.0010564621
3274,1686,0.0029346168
2937,3614,9.3907735E-4
2937,3455,7.0430804E-4
2937,1052,0.0039910786
2937,2593,0.0017607701
2937,339,7.0430804E-4
2937,1233,0.0016433854
2937,2595,8.216927E-4
2937,522,0.04601479
2937,694,0.007747388
2937,1942,0.0026998473
2937,3774,0.0010564621
2146,354,8.216927E-4
661,39,9.3907735E-4
3157,3889,9.3907735E-4
3157,3802,7.0430804E-4
3157,574,0.0010564621
3157,2694,0.0012912314
3157,1368,8.216927E-4
3157,2860,0.0016433854
3157,3420,0.0030520014
3157,754,8.216927E-4
3157,698,0.0015260007
3157,1686,0.03439371
3157,1308,8.216927E-4
3157,752,8.216927E-4
3157,3545,0.0018781547
3157,4,0.0011738467
2482,2553,8.216927E-4
2719,2497,0.0037563094
2719,3378,8.216927E-4
2719,2342,0.0016433854
1935,2173,8.216927E-4
308,3889,0.0026998473
308,3101,9.3907735E-4
678,3468,0.0055170795
3802,3889,0.0024650781
3802,39,8.216927E-4
3802,3939,8.216927E-4
3802,1442,8.216927E-4
3802,3217,0.0012912314
3802,2409,8.216927E-4
3802,3349,0.0014086161
3802,412,0.0016433854
3802,1462,0.0036389248
3802,2694,0.0049301563
3802,36,0.0011738467
3802,1052,0.0021129241
3802,2593,0.008216927
3802,21,0.0012912314
3802,2284,0.010447236
3802,45,8.216927E-4
3802,2568,0.0011738467
3802,3736,0.011034159
3802,3378,8.216927E-4
3802,2170,8.216927E-4
3802,4022,0.0016433854
3802,3856,0.0014086161
3802,972,9.3907735E-4
3802,248,0.0016433854
3802,3034,0.0012912314
3802,2495,0.0046953866
3802,3052,0.0066909264
3802,1636,0.009742928
3802,623,0.0022303087
3802,1632,7.0430804E-4
3802,1628,0.0010564621
3802,2079,0.0021129241
3802,751,8.216927E-4
3802,2267,0.0012912314
3802,2107,0.0019955393
3802,1005,0.0030520014
3802,492,7.0430804E-4
3802,1091,0.0011738467
3802,1516,0.0015260007
3802,3622,0.0010564621
3802,1151,9.3907735E-4
1517,1155,0.0012912314
1517,2531,0.0017607701
1517,912,0.0012912314
1517,1686,0.0011738467
1517,2042,0.0015260007
2808,715,0.0016433854
3025,1478,7.0430804E-4
3025,1243,0.0019955393
3939,3163,0.050358023
3939,1810,0.0014086161
3939,3655,0.0011738467
3939,3889,0.0063387724
3939,486,0.0039910786
3939,1983,0.0023476933
3939,2218,0.0011738467
3939,3286,7.0430804E-4
3939,1155,0.0042258482
3939,1550,8.216927E-4
3939,2006,0.0014086161
3939,867,0.0015260007
3939,817,0.0015260007
3939,36,0.0014086161
3939,529,0.0011738467
3939,2497,8.216927E-4
3939,763,0.0012912314
3939,1514,0.0010564621
3939,3519,0.0050475406
3939,488,9.3907735E-4
3939,1143,0.044136636
3939,3736,0.0011738467
3939,3222,8.216927E-4
3939,1661,0.0010564621
3939,3852,0.0068083107
3939,818,0.0022303087
3939,2813,0.0010564621
3939,2531,8.216927E-4
3939,1194,9.3907735E-4
3939,1641,0.0014086161
3939,912,8.216927E-4
3939,3652,9.3907735E-4
3939,3468,0.0017607701
3939,4022,0.0010564621
3939,3269,9.3907735E-4
3939,3362,8.216927E-4
3939,211,0.0021129241
3939,234,0.0021129241
3939,410,0.0012912314
3939,2118,0.0019955393
3939,3796,0.0029346168
3939,2205,0.021481395
3939,17,0.0014086161
3939,1520,0.0010564621
3939,3190,0.0012912314
3939,3165,0.014203545
3939,954,0.0024650781
3939,1311,0.0014086161
3939,2794,0.0026998473
3939,623,0.0010564621
3939,328,0.019133702
3939,3469,9.3907735E-4
3939,3276,0.0021129241
3939,715,0.0010564621
3939,3069,0.022420472
3939,694,9.3907735E-4
3939,1452,0.0016433854
3939,150,0.0019955393
3939,849,0.0010564621
3939,492,0.029698322
3939,3133,0.0010564621
3939,266,0.049184177
3939,668,0.0061040027
3939,942,9.3907735E-4
3939,2030,0.0061040027
3939,1852,9.3907735E-4
3939,1100,7.0430804E-4
1973,2410,8.216927E-4
1991,2571,0.0012912314
3027,2694,0.0011738467
3027,729,8.216927E-4
927,467,9.3907735E-4
927,2361,0.0019955393
301,1892,8.216927E-4
3180,4022,9.3907735E-4
3180,2361,0.0014086161
2302,3967,9.3907735E-4
51,1151,0.0057518487
1758,2480,0.0018781547
3849,636,0.0014086161
1822,3783,0.0050475406
1822,276,7.0430804E-4
3063,39,0.0018781547
652,61,0.0021129241
652,1,8.216927E-4
652,3802,0.0011738467
652,2476,0.022303088
652,1155,9.3907735E-4
652,788,8.216927E-4
652,3692,0.0025824627
652,3348,9.3907735E-4
652,2694,0.0024650781
652,748,0.0014086161
652,1052,0.0028172322
652,2739,0.0014086161
652,2593,0.022537857
652,570,0.0011738467
652,3117,0.0014086161
652,408,0.0034041554
652,3967,8.216927E-4
652,2377,0.0011738467
652,1987,8.216927E-4
652,372,0.0043432326
652,3535,9.3907735E-4
652,2750,0.0030520014
652,2531,7.0430804E-4
652,2410,0.0016433854
652,4022,0.003873694
652,3856,7.0430804E-4
652,248,0.0010564621
652,861,0.0016433854
652,571,0.0022303087
652,3724,0.0011738467
652,2835,0.0036389248
652,186,0.0039910786
652,2475,0.0011738467
652,2117,0.0039910786
652,1842,0.0018781547
652,176,0.0015260007
652,2267,0.0012912314
652,3714,9.3907735E-4
652,1452,0.0017607701
652,1939,7.0430804E-4
652,3197,0.0012912314
652,2175,0.0026998473
652,1353,0.0015260007
652,190,0.0017607701
652,1516,0.0014086161
652,3522,7.0430804E-4
652,1151,8.216927E-4
2736,2567,0.0014086161
2400,3939,7.0430804E-4
2400,2593,9.3907735E-4
2400,2570,7.0430804E-4
2258,2531,0.0030520014
2034,205,0.0019955393
3851,2780,0.0019955393
1539,3348,0.0012912314
796,486,0.0024650781
796,3802,8.216927E-4
796,165,8.216927E-4
796,21,0.010095081
796,1478,0.0017607701
796,2370,8.216927E-4
796,3912,8.216927E-4
796,1425,0.0018781547
796,3900,8.216927E-4
796,3922,0.0065735416
2349,121,0.003873694
2349,1071,0.0010564621
2349,496,0.0010564621
3727,596,7.0430804E-4
272,2570,8.216927E-4
775,3844,0.0012912314
3044,1330,0.0046953866
3044,3136,7.0430804E-4
2108,1516,0.0021129241
20,3614,0.0010564621
20,1799,7.0430804E-4
20,179,0.007747388
20,2166,0.0018781547
20,1377,8.216927E-4
2376,563,8.216927E-4
888,2326,7.0430804E-4
888,3660,8.216927E-4
888,3348,7.0430804E-4
888,2648,0.0031693862
888,1164,8.216927E-4
888,69,0.0028172322
888,2951,0.0036389248
888,2474,8.216927E-4
888,1628,0.0015260007
3771,2005,0.0021129241
3771,3881,0.008216927
3743,3349,8.216927E-4
1983,3286,7.0430804E-4
1983,596,0.0016433854
1983,3094,9.3907735E-4
3100,2709,8.216927E-4
1754,2337,0.0043432326
3562,568,0.0012912314
1627,180,0.0037563094
1627,439,9.3907735E-4
3683,594,9.3907735E-4
1161,2410,0.0015260007
2093,2993,9.3907735E-4
2093,1452,8.216927E-4
1019,2593,9.3907735E-4
1019,2402,0.0016433854
3369,150,8.216927E-4
1380,3082,8.216927E-4
1380,2768,0.0016433854
990,4022,0.0017607701
294,2937,9.3907735E-4
2316,2624,0.0017607701
2218,3889,0.0026998473
2218,1515,0.0010564621
2218,492,0.0036389248
1614,3349,9.3907735E-4
1614,2593,9.3907735E-4
1614,1606,8.216927E-4
1442,1648,0.0021129241
1442,39,0.0011738467
1442,2910,0.0011738467
1442,1380,9.3907735E-4
1442,1074,0.0011738467
1442,501,0.012677545
1442,2694,0.0014086161
1442,1052,9.3907735E-4
1442,2497,8.216927E-4
1442,3967,7.0430804E-4
1442,2568,7.0430804E-4
1442,1987,8.216927E-4
1442,3736,0.0024650781
1442,1891,0.0017607701
1442,4022,8.216927E-4
1442,3856,0.0014086161
1442,2618,0.0011738467
1442,3139,0.0030520014
1442,1315,0.011973237
1442,2337,0.0017607701
1442,2478,7.0430804E-4
1442,3788,9.3907735E-4
1442,2167,0.0015260007
1442,2175,9.3907735E-4
1442,3317,0.0028172322
1442,1151,0.0023476933
349,1606,9.3907735E-4
1743,2571,0.0019955393
3970,234,0.0012912314
3364,1617,0.0010564621
3364,3349,0.0030520014
3364,1673,0.0012912314
2075,1496,0.0023476933
3251,3967,0.0016433854
1981,1921,8.216927E-4
1981,2450,0.0015260007
3638,3947,8.216927E-4
3205,1462,0.0059866183
3205,2410,0.0018781547
1383,1926,0.0016433854
1383,3096,8.216927E-4
606,285,9.3907735E-4
137,584,7.0430804E-4
137,1330,0.0018781547
3559,3827,9.3907735E-4
2522,686,0.0018781547
2522,2593,7.0430804E-4
2522,1233,8.216927E-4
1855,186,9.3907735E-4
666,186,8.216927E-4
432,3736,0.0011738467
1074,3092,0.0011738467
1074,3349,0.0062213875
2308,1496,0.0012912314
3884,2006,0.0017607701
1567,3802,0.0012912314
1567,2593,0.0024650781
1567,3736,0.034628477
1567,1502,0.0012912314
1567,1451,9.3907735E-4
1567,2495,7.0430804E-4
1567,2475,9.3907735E-4
1776,1280,7.0430804E-4
1776,1091,0.0010564621
2565,796,0.0011738467
2565,21,0.0016433854
2565,3922,0.0010564621
3047,2864,0.0010564621
3047,2571,7.0430804E-4
3047,69,0.0010564621
3047,571,9.3907735E-4
3047,2474,0.0019955393
3047,3881,9.3907735E-4
2158,1052,0.0023476933
3829,2312,0.0022303087
3829,2752,0.0017607701
2362,3889,9.3907735E-4
2362,1533,0.0010564621
708,2807,8.216927E-4
708,1255,0.0011738467
2583,2694,8.216927E-4
2583,729,0.0011738467
2796,3349,9.3907735E-4
2589,1155,7.0430804E-4
2589,1052,0.0010564621
2589,2531,0.112571895
2589,345,8.216927E-4
2589,1893,7.0430804E-4
2589,694,0.0024650781
2589,2211,0.0011738467
2589,1069,7.0430804E-4
2589,3774,0.0014086161
2814,3096,0.0012912314
710,3446,0.0011738467
710,440,8.216927E-4
710,2593,0.02664632
710,3818,8.216927E-4
710,2531,0.0029346168
710,248,0.0010564621
710,2812,7.0430804E-4
710,594,0.0061040027
710,2101,0.0028172322
710,324,9.3907735E-4
710,632,0.0030520014
710,3097,8.216927E-4
710,3177,0.007864773
1656,4022,0.0069256956
323,2644,0.0014086161
323,2020,7.0430804E-4
2142,3889,0.0018781547
2142,2593,0.0019955393
2142,1122,0.0024650781
1834,2326,0.0050475406
112,2571,9.3907735E-4
112,2593,9.3907735E-4
112,3056,0.007160465
112,2747,0.0011738467
3211,3349,0.0016433854
3211,1419,9.3907735E-4
545,9,0.0018781547
545,3902,0.0014086161
545,2407,0.0012912314
545,171,0.0012912314
545,1452,0.0017607701
2733,1119,9.3907735E-4
2467,1516,0.0039910786
588,1233,0.0017607701
588,186,8.216927E-4
1684,2410,0.0010564621
2326,3111,0.013968776
2326,3939,7.0430804E-4
2326,844,9.3907735E-4
2326,566,0.0010564621
2326,3928,8.216927E-4
2326,48,7.0430804E-4
2326,1155,7.0430804E-4
2326,128,0.0019955393
2326,3348,0.019016316
2326,1819,0.012677545
2326,1463,8.216927E-4
2326,529,0.007747388
2326,3780,0.003873694
2326,1905,0.0018781547
2326,2497,0.029228782
2326,3913,0.0058692335
2326,1131,0.0011738467
2326,2807,0.0046953866
2326,1267,0.0064561567
2326,1733,9.3907735E-4
2326,1143,9.3907735E-4
2326,3134,0.0011738467
2326,69,0.01737293
2326,3933,0.0015260007
2326,3551,0.0018781547
2326,1490,0.0019955393
2326,2410,0.013734006
2326,555,0.0019955393
2326,2828,0.015142622
2326,52,0.0012912314
2326,3652,0.024768164
2326,726,0.0012912314
2326,339,0.0057518487
2326,2554,0.0057518487
2326,3856,8.216927E-4
2326,2526,0.0022303087
2326,3752,8.216927E-4
2326,1162,0.0012912314
2326,594,8.216927E-4
2326,1778,8.216927E-4
2326,2597,0.003873694
2326,3796,9.3907735E-4
2326,3773,8.216927E-4
2326,2639,0.0058692335
2326,524,0.0018781547
2326,1391,0.0021129241
2326,3456,0.0022303087
2326,3885,0.0041084634
2326,2946,8.216927E-4
2326,2008,0.0011738467
2326,186,0.013499237
2326,2297,0.0016433854
2326,2697,9.3907735E-4
2326,1651,0.0014086161
2326,2123,0.0014086161
2326,1896,0.0015260007
2326,1659,0.0028172322
2326,23,7.0430804E-4
2326,2167,0.0010564621
2326,1856,0.0015260007
2326,1452,0.0036389248
2326,2087,0.0010564621
2326,3078,9.3907735E-4
2326,93,0.0019955393
2326,1742,0.0014086161
2326,518,0.00903862
2326,478,0.0024650781
